type,index,image,x,y,w,h,1,2,3,4,5,6,
skill_icon,89,UI\Game\skill\S_Bagi_Warrior.dds,280,120,40,40,0,0,0,0,헬리온의 의지,,
skill_icon,90,UI\Game\skill\S_Bagi_Warrior.dds,280,160,40,40,0,0,0,0,헬리온의 신념,,
,,,,,,,,,,,,,
skill_icon,3001,UI\Game\skill\S_Segita_Hunter.dds,440,320,40,40,0,0,0,0,프론트,,
skill_icon,3002,UI\Game\skill\S_Segita_Hunter.dds,440,360,40,40,0,0,0,0,리투어,,
skill_icon,3003,UI\Game\skill\S_Segita_Hunter.dds,440,440,40,40,0,0,0,0,드로이테,,
skill_icon,3004,UI\Game\skill\S_Segita_Hunter.dds,440,400,40,40,0,0,0,0,가우치,,
skill_icon,95,UI\Game\skill\S_Azure_Knight.dds,440,240,40,40,0,0,0,0,아마미,,
skill_icon,96,UI\Game\skill\S_Azure_Knight.dds,440,280,40,40,0,0,0,0,매그넘,,
skill_icon,3007,UI\Game\skill\S_Azure_Knight.dds,440,240,40,40,0,0,0,0,170 아이템1,,
skill_icon,98,UI\Game\skill\S_Azure_Knight.dds,440,360,40,40,0,0,0,0,아슈윈,,
skill_icon,3009,UI\Game\skill\S_Azure_Knight.dds,440,240,40,40,0,0,0,0,180 아이템1,,
skill_icon,3010,UI\Game\skill\S_Azure_Knight.dds,440,240,40,40,0,0,0,0,190 자동1,,
skill_icon,3011,UI\Game\skill\S_Azure_Knight.dds,440,240,40,40,0,0,0,0,190 아이템1,,
skill_icon,3012,UI\Game\skill\S_Azure_Knight.dds,440,240,40,40,0,0,0,0,스페셜1,,
,,,,,,,,,,,,,
skill_icon,3031,UI\Game\skill\S_Segita_Hunter.dds,440,320,40,40,0,0,0,0,이노트라,,
skill_icon,3032,UI\Game\skill\S_Segita_Hunter.dds,440,360,40,40,0,0,0,0,인디토,,
skill_icon,3033,UI\Game\skill\S_Segita_Hunter.dds,440,440,40,40,0,0,0,0,데스트로,,
skill_icon,3034,UI\Game\skill\S_Segita_Hunter.dds,440,400,40,40,0,0,0,0,시니스트,,
skill_icon,195,UI\Game\skill\S_Azure_Knight.dds,440,200,40,40,0,0,0,0,듀렉스,,
skill_icon,196,UI\Game\skill\S_Azure_Knight.dds,440,320,40,40,0,0,0,0,이디피어,,
skill_icon,3037,UI\Game\skill\S_Azure_Knight.dds,440,200,40,40,0,0,0,0,170 아이템2,,
skill_icon,198,UI\Game\skill\S_Azure_Knight.dds,440,400,40,40,0,0,0,0,슬림비트,,
skill_icon,3039,UI\Game\skill\S_Azure_Knight.dds,440,200,40,40,0,0,0,0,180 아이템2,,
skill_icon,3040,UI\Game\skill\S_Azure_Knight.dds,440,200,40,40,0,0,0,0,190 자동2,,
skill_icon,3041,UI\Game\skill\S_Azure_Knight.dds,440,200,40,40,0,0,0,0,190 아이템2,,
skill_icon,3042,UI\Game\skill\S_Azure_Knight.dds,440,200,40,40,0,0,0,0,스페셜2,,
,,,,,,,,,,,,,
skill_icon,10001,UI\Game\skill\S_Azure_Knight.dds,0,0,40,40,0,0,0,0,,,
skill_icon,10041,UI\Game\skill\S_Azure_Knight.dds,0,40,40,40,0,0,0,0,,,
skill_icon,10021,UI\Game\skill\S_Azure_Knight.dds,0,80,40,40,0,0,0,0,,,
skill_icon,10002,UI\Game\skill\S_Azure_Knight.dds,0,120,40,40,0,0,0,0,,,
skill_icon,10083,UI\Game\skill\S_Azure_Knight.dds,0,160,40,40,0,0,0,0,,,
skill_icon,10084,UI\Game\skill\S_Azure_Knight.dds,0,200,40,40,0,0,0,0,,,
skill_icon,10081,UI\Game\skill\S_Azure_Knight.dds,0,240,40,40,0,0,0,0,,,
skill_icon,10102,UI\Game\skill\S_Azure_Knight.dds,0,280,40,40,0,0,0,0,,,
skill_icon,10082,UI\Game\skill\S_Azure_Knight.dds,0,320,40,40,0,0,0,0,,,
skill_icon,10101,UI\Game\skill\S_Azure_Knight.dds,0,360,40,40,0,0,0,0,,,
skill_icon,10103,UI\Game\skill\S_Azure_Knight.dds,0,400,40,40,0,0,0,0,,,
skill_icon,10042,UI\Game\skill\S_Azure_Knight.dds,0,440,40,40,0,0,0,0,,,
skill_icon,10022,UI\Game\skill\S_Azure_Knight.dds,80,0,40,40,0,0,0,0,,,
skill_icon,10023,UI\Game\skill\S_Azure_Knight.dds,80,40,40,40,0,0,0,0,,,
skill_icon,10061,UI\Game\skill\S_Azure_Knight.dds,80,80,40,40,0,0,0,0,,,
skill_icon,10003,UI\Game\skill\S_Azure_Knight.dds,80,120,40,40,0,0,0,0,,,
skill_icon,10043,UI\Game\skill\S_Azure_Knight.dds,80,160,40,40,0,0,0,0,,,
skill_icon,10062,UI\Game\skill\S_Azure_Knight.dds,80,200,40,40,0,0,0,0,,,
skill_icon,10063,UI\Game\skill\S_Azure_Knight.dds,80,240,40,40,0,0,0,0,,,
skill_icon,10141,UI\Game\skill\S_Azure_Knight.dds,80,280,40,40,0,0,0,0,,,
skill_icon,10142,UI\Game\skill\S_Azure_Knight.dds,80,320,40,40,0,0,0,0,,,
skill_icon,10004,UI\Game\skill\S_Azure_Knight.dds,80,360,40,40,0,0,0,0,,,
skill_icon,10024,UI\Game\skill\S_Azure_Knight.dds,80,400,40,40,0,0,0,0,,,
skill_icon,10044,UI\Game\skill\S_Azure_Knight.dds,80,440,40,40,0,0,0,0,,,
skill_icon,10064,UI\Game\skill\S_Azure_Knight.dds,160,0,40,40,0,0,0,0,,,
skill_icon,10162,UI\Game\skill\S_Azure_Knight.dds,160,40,40,40,0,0,0,0,,,
skill_icon,10104,UI\Game\skill\S_Azure_Knight.dds,160,80,40,40,0,0,0,0,,,
skill_icon,10161,UI\Game\skill\S_Azure_Knight.dds,160,120,40,40,0,0,0,0,,,
skill_icon,10163,UI\Game\skill\S_Azure_Knight.dds,160,160,40,40,0,0,0,0,,,
skill_icon,10143,UI\Game\skill\S_Azure_Knight.dds,160,200,40,40,0,0,0,0,,,
skill_icon,10005,UI\Game\skill\S_Azure_Knight.dds,160,240,40,40,0,0,0,0,,,
skill_icon,10045,UI\Game\skill\S_Azure_Knight.dds,160,280,40,40,0,0,0,0,,,
skill_icon,10065,UI\Game\skill\S_Azure_Knight.dds,160,320,40,40,0,0,0,0,,,
skill_icon,10025,UI\Game\skill\S_Azure_Knight.dds,160,360,40,40,0,0,0,0,,,
skill_icon,10181,UI\Game\skill\S_Azure_Knight.dds,160,400,40,40,0,0,0,0,,,
skill_icon,10144,UI\Game\skill\S_Azure_Knight.dds,160,440,40,40,0,0,0,0,,,
skill_icon,10122,UI\Game\skill\S_Azure_Knight.dds,240,0,40,40,0,0,0,0,스파우트앵거,,
skill_icon,10121,UI\Game\skill\S_Azure_Knight.dds,240,40,40,40,0,0,0,0,듀얼어드벤스,,
skill_icon,10085,UI\Game\skill\S_Azure_Knight.dds,240,80,40,40,0,0,0,0,비거크라이,,
skill_icon,10164,UI\Game\skill\S_Azure_Knight.dds,240,120,40,40,0,0,0,0,제노사이드,,
skill_icon,10123,UI\Game\skill\S_Azure_Knight.dds,240,160,40,40,0,0,0,0,페이탈해쉬,,
skill_icon,10124,UI\Game\skill\S_Azure_Knight.dds,240,200,40,40,0,0,0,0,브랜디쉬,,
skill_icon,10145,UI\Game\skill\S_Azure_Knight.dds,240,240,40,40,0,0,0,0,바운스디펜더,,
skill_icon,10086,UI\Game\skill\S_Azure_Knight.dds,240,280,40,40,0,0,0,0,디바이드스피어,,
skill_icon,10125,UI\Game\skill\S_Azure_Knight.dds,400,40,40,40,0,0,0,0,오프스핀,,
skill_icon,10152,UI\Game\skill\S_Azure_Knight.dds,320,440,40,40,0,0,0,0,사크리텍션,,
skill_icon,10169,UI\Game\skill\S_Azure_Knight.dds,400,0,40,40,0,0,0,0,브레이크 암스,,
skill_icon,10182,UI\Game\skill\S_Azure_Knight.dds,240,440,40,40,0,0,0,0,바라드1차,,
skill_icon,10183,UI\Game\skill\S_Azure_Knight.dds,240,320,40,40,0,0,0,0,소울 블레이드,,
skill_icon,10184,UI\Game\skill\S_Azure_Knight.dds,240,360,40,40,0,0,0,0,바일런스 프릭,,
skill_icon,10185,UI\Game\skill\S_Azure_Knight.dds,240,400,40,40,0,0,0,0,져지 오브 헬리온,,
skill_icon,10186,UI\Game\skill\S_Azure_Knight.dds,400,80,40,40,0,0,0,0,패니트릿,,
skill_icon,10187,UI\Game\skill\S_Azure_Knight.dds,400,120,40,40,0,0,0,0,스톰 웨이브,,
skill_icon,15001,UI\Game\skill\S_Azure_Knight.dds,400,160,40,40,0,0,0,0,바라드2차,,
skill_icon,10146,UI\Game\skill\S_Azure_Knight.dds,320,0,40,40,0,0,0,0,카운터 히트,,
skill_icon,10165,UI\Game\skill\S_Azure_Knight.dds,320,40,40,40,0,0,0,0,가이던스,,
skill_icon,10087,UI\Game\skill\S_Azure_Knight.dds,320,80,40,40,0,0,0,0,포인트 타겟,,
skill_icon,10149,UI\Game\skill\S_Azure_Knight.dds,320,120,40,40,0,0,0,0,에어 스피릿,,
skill_icon,10147,UI\Game\skill\S_Azure_Knight.dds,320,160,40,40,0,0,0,0,헬스 스피릿,,
skill_icon,10148,UI\Game\skill\S_Azure_Knight.dds,320,200,40,40,0,0,0,0,샤픈 스피릿,,
skill_icon,10150,UI\Game\skill\S_Azure_Knight.dds,320,240,40,40,0,0,0,0,타운트 배쉬,,
skill_icon,10167,UI\Game\skill\S_Azure_Knight.dds,320,280,40,40,0,0,0,0,퓨리 오브 론도우,,
skill_icon,10166,UI\Game\skill\S_Azure_Knight.dds,320,320,40,40,0,0,0,0,바일런트 대쉬,,
skill_icon,10151,UI\Game\skill\S_Azure_Knight.dds,320,360,40,40,0,0,0,0,프로텍션 센츄어리,,
skill_icon,10168,UI\Game\skill\S_Azure_Knight.dds,320,400,40,40,0,0,0,0,차지드 쇼크,,
skill_icon,10088,UI\Game\skill\S_Bagi_Warrior.dds,240,80,40,40,0,0,0,0,헬리온의 축복,,
skill_icon,10089,UI\Game\skill\S_Bagi_Warrior.dds,240,120,40,40,0,0,0,0,헬리온의 의지,,
skill_icon,10090,UI\Game\skill\S_Bagi_Warrior.dds,240,160,40,40,0,0,0,0,헬리온의 신념,,
,,,,,,,,,,,,,
skill_icon,13001,UI\Game\skill\S_Segita_Hunter.dds,400,320,40,40,0,0,0,0,프론트,,
skill_icon,13002,UI\Game\skill\S_Segita_Hunter.dds,400,360,40,40,0,0,0,0,리투어,,
skill_icon,13003,UI\Game\skill\S_Segita_Hunter.dds,400,440,40,40,0,0,0,0,드로이테,,
skill_icon,13004,UI\Game\skill\S_Segita_Hunter.dds,400,400,40,40,0,0,0,0,가우치,,
skill_icon,10095,UI\Game\skill\S_Azure_Knight.dds,400,240,40,40,0,0,0,0,아마미,,
skill_icon,10096,UI\Game\skill\S_Azure_Knight.dds,400,280,40,40,0,0,0,0,매그넘,,
skill_icon,13007,UI\Game\skill\S_Azure_Knight.dds,400,240,40,40,0,0,0,0,170 아이템1,,
skill_icon,10098,UI\Game\skill\S_Azure_Knight.dds,400,360,40,40,0,0,0,0,아슈윈,,
skill_icon,13009,UI\Game\skill\S_Azure_Knight.dds,400,240,40,40,0,0,0,0,180 아이템1,,
skill_icon,13010,UI\Game\skill\S_Azure_Knight.dds,400,240,40,40,0,0,0,0,190 자동1,,
skill_icon,13011,UI\Game\skill\S_Azure_Knight.dds,400,240,40,40,0,0,0,0,190 아이템1,,
skill_icon,13012,UI\Game\skill\S_Azure_Knight.dds,400,240,40,40,0,0,0,0,스페셜1,,
,,,,,,,,,,,,,
skill_icon,13031,UI\Game\skill\S_Segita_Hunter.dds,400,320,40,40,0,0,0,0,이노트라,,
skill_icon,13032,UI\Game\skill\S_Segita_Hunter.dds,400,360,40,40,0,0,0,0,인디토,,
skill_icon,13033,UI\Game\skill\S_Segita_Hunter.dds,400,440,40,40,0,0,0,0,데스트로,,
skill_icon,13034,UI\Game\skill\S_Segita_Hunter.dds,400,400,40,40,0,0,0,0,시니스트,,
skill_icon,10195,UI\Game\skill\S_Azure_Knight.dds,400,200,40,40,0,0,0,0,듀렉스,,
skill_icon,10196,UI\Game\skill\S_Azure_Knight.dds,400,320,40,40,0,0,0,0,이디피어,,
skill_icon,13037,UI\Game\skill\S_Azure_Knight.dds,400,200,40,40,0,0,0,0,170 아이템2,,
skill_icon,10198,UI\Game\skill\S_Azure_Knight.dds,400,400,40,40,0,0,0,0,슬림비트,,
skill_icon,13039,UI\Game\skill\S_Azure_Knight.dds,400,200,40,40,0,0,0,0,180 아이템2,,
skill_icon,13040,UI\Game\skill\S_Azure_Knight.dds,400,200,40,40,0,0,0,0,190 자동2,,
skill_icon,13041,UI\Game\skill\S_Azure_Knight.dds,400,200,40,40,0,0,0,0,190 아이템2,,
skill_icon,13041,UI\Game\skill\S_Azure_Knight.dds,400,200,40,40,0,0,0,0,스페셜2,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
skill_icon,201,UI\Game\skill\S_Segita_Hunter.dds,40,0,40,40,0,0,0,0,,,
skill_icon,202,UI\Game\skill\S_Segita_Hunter.dds,40,40,40,40,0,0,0,0,,,
skill_icon,203,UI\Game\skill\S_Segita_Hunter.dds,40,80,40,40,0,0,0,0,,,
skill_icon,204,UI\Game\skill\S_Segita_Hunter.dds,40,120,40,40,0,0,0,0,,,
skill_icon,242,UI\Game\skill\S_Segita_Hunter.dds,40,160,40,40,0,0,0,0,,,
skill_icon,241,UI\Game\skill\S_Segita_Hunter.dds,40,200,40,40,0,0,0,0,,,
skill_icon,243,UI\Game\skill\S_Segita_Hunter.dds,40,240,40,40,0,0,0,0,,,
skill_icon,244,UI\Game\skill\S_Segita_Hunter.dds,40,280,40,40,0,0,0,0,,,
skill_icon,341,UI\Game\skill\S_Segita_Hunter.dds,40,320,40,40,0,0,0,0,,,
skill_icon,361,UI\Game\skill\S_Segita_Hunter.dds,40,360,40,40,0,0,0,0,,,
skill_icon,207,UI\Game\skill\S_Segita_Hunter.dds,40,400,40,40,0,0,0,0,,,
skill_icon,208,UI\Game\skill\S_Segita_Hunter.dds,40,440,40,40,0,0,0,0,,,
skill_icon,206,UI\Game\skill\S_Segita_Hunter.dds,120,0,40,40,0,0,0,0,,,
skill_icon,205,UI\Game\skill\S_Segita_Hunter.dds,120,40,40,40,0,0,0,0,,,
skill_icon,282,UI\Game\skill\S_Segita_Hunter.dds,120,80,40,40,0,0,0,0,,,
skill_icon,281,UI\Game\skill\S_Segita_Hunter.dds,120,120,40,40,0,0,0,0,,,
skill_icon,245,UI\Game\skill\S_Segita_Hunter.dds,120,160,40,40,0,0,0,0,,,
skill_icon,209,UI\Game\skill\S_Segita_Hunter.dds,120,200,40,40,0,0,0,0,,,
skill_icon,342,UI\Game\skill\S_Segita_Hunter.dds,120,240,40,40,0,0,0,0,,,
skill_icon,283,UI\Game\skill\S_Segita_Hunter.dds,120,280,40,40,0,0,0,0,,,
skill_icon,210,UI\Game\skill\S_Segita_Hunter.dds,120,320,40,40,0,0,0,0,,,
skill_icon,221,UI\Game\skill\S_Segita_Hunter.dds,120,360,40,40,0,0,0,0,,,
skill_icon,211,UI\Game\skill\S_Segita_Hunter.dds,120,400,40,40,0,0,0,0,,,
skill_icon,381,UI\Game\skill\S_Segita_Hunter.dds,120,440,40,40,0,0,0,0,,,
skill_icon,212,UI\Game\skill\S_Segita_Hunter.dds,200,0,40,40,0,0,0,0,,,
skill_icon,213,UI\Game\skill\S_Segita_Hunter.dds,200,120,40,40,0,0,0,0,,,
skill_icon,214,UI\Game\skill\S_Segita_Hunter.dds,200,200,40,40,0,0,0,0,,,
skill_icon,284,UI\Game\skill\S_Segita_Hunter.dds,200,160,40,40,0,0,0,0,,,
skill_icon,285,UI\Game\skill\S_Segita_Hunter.dds,200,80,40,40,0,0,0,0,,,
skill_icon,362,UI\Game\skill\S_Segita_Hunter.dds,200,40,40,40,0,0,0,0,,,
skill_icon,382,UI\Game\skill\S_Segita_Hunter.dds,200,360,40,40,0,0,0,0,칼리나1차,,
skill_icon,383,UI\Game\skill\S_Segita_Hunter.dds,200,280,40,40,0,0,0,0,멀티블링크,,
skill_icon,384,UI\Game\skill\S_Segita_Hunter.dds,200,240,40,40,0,0,0,0,엘라스틱 포스,,
skill_icon,385,UI\Game\skill\S_Segita_Hunter.dds,200,320,40,40,0,0,0,0,디비니티 레이지,,
skill_icon,5002,UI\Game\skill\S_Segita_Hunter.dds,280,320,40,40,0,0,0,0,칼리나2차,,
skill_icon,216,UI\Game\skill\S_Segita_Hunter.dds,200,400,40,40,0,0,0,0,트리플 애로우,,
skill_icon,215,UI\Game\skill\S_Segita_Hunter.dds,200,440,40,40,0,0,0,0,캐치 블로우업,,
skill_icon,222,UI\Game\skill\S_Segita_Hunter.dds,280,0,40,40,0,0,0,0,트램블링 샷,,
skill_icon,219,UI\Game\skill\S_Segita_Hunter.dds,280,40,40,40,0,0,0,0,캐논 플로우,,
skill_icon,217,UI\Game\skill\S_Segita_Hunter.dds,280,80,40,40,0,0,0,0,플레임 블래스트,,
skill_icon,218,UI\Game\skill\S_Segita_Hunter.dds,280,120,40,40,0,0,0,0,래피드 파이어,,
skill_icon,321,UI\Game\skill\S_Bagi_Warrior.dds,280,80,40,40,0,0,0,0,헬리온의 축복,,
skill_icon,322,UI\Game\skill\S_Bagi_Warrior.dds,280,120,40,40,0,0,0,0,헬리온의 의지,,
skill_icon,323,UI\Game\skill\S_Bagi_Warrior.dds,280,160,40,40,0,0,0,0,헬리온의 신념,,
skill_icon,223,UI\Game\skill\S_Segita_Hunter.dds,280,200,40,40,0,0,0,0,퀵 아레스트,,
skill_icon,224,UI\Game\skill\S_Segita_Hunter.dds,280,160,40,40,0,0,0,0,카오스 블래스트,,
skill_icon,386,UI\Game\skill\S_Segita_Hunter.dds,280,240,40,40,0,0,0,0,파이어뷸렛,,
skill_icon,387,UI\Game\skill\S_Segita_Hunter.dds,280,280,40,40,0,0,0,0,크레이지 어로우,,
,,,,,,,,,,,,,
skill_icon,3061,UI\Game\skill\S_Segita_Hunter.dds,440,320,40,40,0,0,0,0,프론트,,
skill_icon,3062,UI\Game\skill\S_Segita_Hunter.dds,440,360,40,40,0,0,0,0,리투어,,
skill_icon,3063,UI\Game\skill\S_Segita_Hunter.dds,440,440,40,40,0,0,0,0,드로이테,,
skill_icon,3064,UI\Game\skill\S_Segita_Hunter.dds,440,400,40,40,0,0,0,0,가우치,,
skill_icon,295,UI\Game\skill\S_Segita_Hunter.dds,280,360,40,40,0,0,0,0,하이아스,,
skill_icon,296,UI\Game\skill\S_Segita_Hunter.dds,280,440,40,40,0,0,0,0,제르시타,,
skill_icon,3067,UI\Game\skill\S_Segita_Hunter.dds,280,360,40,40,0,0,0,0,170 아이템1,,
skill_icon,298,UI\Game\skill\S_Segita_Hunter.dds,360,40,40,40,0,0,0,0,레시사이언,,
skill_icon,3069,UI\Game\skill\S_Segita_Hunter.dds,280,360,40,40,0,0,0,0,180 아이템1,,
skill_icon,3070,UI\Game\skill\S_Segita_Hunter.dds,280,360,40,40,0,0,0,0,190 자동1,,
skill_icon,3071,UI\Game\skill\S_Segita_Hunter.dds,280,360,40,40,0,0,0,0,190 아이템1,,
skill_icon,3072,UI\Game\skill\S_Segita_Hunter.dds,280,360,40,40,0,0,0,0,스페셜1,,
,,,,,,,,,,,,,
skill_icon,3091,UI\Game\skill\S_Segita_Hunter.dds,440,320,40,40,0,0,0,0,이노트라,,
skill_icon,3092,UI\Game\skill\S_Segita_Hunter.dds,440,360,40,40,0,0,0,0,인디토,,
skill_icon,3093,UI\Game\skill\S_Segita_Hunter.dds,440,440,40,40,0,0,0,0,데스트로,,
skill_icon,3094,UI\Game\skill\S_Segita_Hunter.dds,440,400,40,40,0,0,0,0,시니스트,,
skill_icon,395,UI\Game\skill\S_Segita_Hunter.dds,280,400,40,40,0,0,0,0,피어싱 보어,,
skill_icon,396,UI\Game\skill\S_Segita_Hunter.dds,360,0,40,40,0,0,0,0,콘시안트,,
skill_icon,3097,UI\Game\skill\S_Segita_Hunter.dds,280,400,40,40,0,0,0,0,170 아이템2,,
skill_icon,398,UI\Game\skill\S_Segita_Hunter.dds,360,80,40,40,0,0,0,0,듀포른,,
skill_icon,3099,UI\Game\skill\S_Segita_Hunter.dds,280,400,40,40,0,0,0,0,180 아이템2,,
skill_icon,3100,UI\Game\skill\S_Segita_Hunter.dds,280,400,40,40,0,0,0,0,190 자동2,,
skill_icon,3101,UI\Game\skill\S_Segita_Hunter.dds,280,400,40,40,0,0,0,0,190 아이템2,,
skill_icon,3102,UI\Game\skill\S_Segita_Hunter.dds,280,400,40,40,0,0,0,0,스페셜2,,
,,,,,,,,,,,,,
skill_icon,10201,UI\Game\skill\S_Segita_Hunter.dds,0,0,40,40,0,0,0,0,,,
